"","hsCodeId","panjivaRecordId","hsCode"
"919",3199996,34334721,"Parsed: 1302.32.00.20; Parsed: 2208.60.00.00; Parsed: 2835.24; Parsed: 2840.11; Classified: 2840.19; Parsed: 2915.29; Parsed: 2915.90; Parsed: 2917.19; Parsed: 2924.29; Parsed: 3204.12; Parsed: 3402.13.50.00; Parsed: 3811.21; Parsed: 3812.39; Parsed: 4002.19.00.19; Parsed: 7320.90.50.20; Parsed: 8413.91.90.80; Parsed: 8481.90"
"920",3199997,34334741,"Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90; Parsed: 3904.90"
"921",3199998,34333501,"Parsed: 3901.20.00.00; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20; Parsed: 3901.20"
"922",3199999,34335741,"Parsed: 4707.90.00; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90"
"923",3200000,34335821,"Parsed: 4810.13.20; Parsed: 4810.13.20"
"924",3200001,34335861,"Parsed: 4707.10"
"925",3200002,34337901,"Parsed: 6309.00.00.00"
"926",3200003,34341861,"; ; ; ; ; ; ; ; ; ; ; ; ; [""Parsed: 1201.90.00.90""]"
"927",3200004,34341901,"; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; [""Parsed: 4707.10.00.00""]"
"928",3200005,34342201,"Classified: 3920.51"
"929",3200006,34342361,"Parsed: 2712.90"
"930",3200007,34342461,"Classified: 3912.90"
"931",3200008,34342521,"Parsed: 4011.10"
"932",3200009,34342541,"Parsed: 4011.10"
"933",3200010,34328141,"Classified: 0207.27"
"934",3200011,34346361,"; ; [""Classified: 0805.10; Parsed: 2204.10; Parsed: 2204.21; Parsed: 2204.22; Parsed: 2206.00""]"
"935",3200012,38622141,"Classified: 3304.99"
"936",3200013,38622361,"Parsed: 0802.51"
"937",3200014,38624241,"Parsed: 2908.19.60.00; Parsed: 2908.19.60.00; Parsed: 2908.19.60.00; Parsed: 2908.19.60.00"
"938",3200015,34353781,"Parsed: 2921.59.80.90"
"939",3200016,34354761,"Parsed: 6309.00.00.00"
"940",3200017,34355021,"Parsed: 6309.00.00.00"
"941",3200018,34355121,"Classified: 3901.20; Parsed: 7204.49.00; Classified: 7204.49; Classified: 4707.10; Parsed: 4707.30; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90; Parsed: 4707.30; Classified: 4707.90"
"942",3200019,34354901,"Parsed: 7204.10; Parsed: 7602.00; Parsed: 7602.00; Parsed: 7602.00"
"943",3200020,38744781,"Parsed: 0802.51"
"944",3200021,38744941,"Parsed: 0802.51"
"945",3200022,34419401,"; [""Classified: 3206.11""]"
"946",3200023,34419441,"; ; [""Parsed: 3906.90""]"
"947",3200024,34419781,"; ; ; [""Parsed: 1201.90.00.95""]"
"948",3200025,34420061,"; [""Parsed: 3919.90.50.60; Classified: 3926.90""]"
"949",3200026,34419881,"; ; ; ; ; ; ; [""Parsed: 1806.90; Parsed: 2106.10; Parsed: 2106.90; Parsed: 3304.99; Parsed: 3305.90; Parsed: 3402.20; Parsed: 8424.89""]"
"950",3200027,34419901,"; [""Parsed: 4818.90.00.00""]"
"951",3200028,34425221,"; [""Parsed: 0802.11.00.00""]"
"952",3200029,34425281,"; ; ; ; ; ; ; ; ; ; ; ; ; ; [""Parsed: 4707.90.00""]"
"953",3200030,34424941,"; [""Parsed: 0802.51""]"
"954",3200031,34424961,"; ; [""Parsed: 0802.12.00.00""]"
"955",1179348,32700157,"381121; 3811.21"
"956",3200032,34424981,"; [""Parsed: 2106.90.66.98""]"
"957",1179350,32700197,"390110; 390110; 390110; 390110; 3901.10, 3901.10, 3901.10, 3901.10"
"958",3200033,34426501,"; ; [""Classified: 3919.90""]"
"959",1179352,32700257,"; 390110; 3902300000; 390410; 390210; 390230; 390210; 390230; 390210; 390230; 390210; 390230; 390230; 390210; 390230; 390210; 390230; 390210; 390230; 390210; 390230; 390210; 390230; 390210; 390230; 390210; 390230; 390210; 390230; 3901.10, 3902.30.00.00 3904.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10, 3902.30 3902.10"
"960",1179353,32700297,"52010010; 52010010; 52010010; 52010010; 52010010; 52010010; 5201.00.10, 5201.00.10, 5201.00.10, 5201.00.10, 5201.00.10, 5201.00.10"
"961",3200034,34426681,"; [""Parsed: 3907.40.00.00""]"
"962",1179355,32700317,"390120; 390120; 3901.20, 3901.20"
"963",1179356,32700277,"520100; 520100; 520100; 520100; 520100; 520100; 520100; 5201.00, 5201.00, 5201.00, 5201.00, 5201.00, 5201.00, 5201.00"
"964",1179357,32700217,"390120; 390120; 3901.20, 3901.20"
"965",3200035,34427481,"; [""Parsed: 3901.40.00.00""]"
"966",3200036,34426961,"; [""Classified: 2004.10""]"
"967",3200037,34427281,"; [""Classified: 2836.30""]"
"968",3200038,34427361,"; [""Classified: 0202.30""]"
"969",3200039,34427661,"; [""Parsed: 4818.20.00.20; Classified: 6302.60""]"
"970",1179363,32703997,"870323; 8703.23,8703.23,8703.23,8703.23"
"971",3200040,34427681,"; [""Classified: 4703.21; Parsed: 4818.20.00.20""]"
"972",3200041,34427701,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"973",3200042,34427721,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"974",1179367,32704117,"870323; 870390; 8703.23 8703.90,8703.23 8703.90,8703.23 8703.90,8703.23 8703.90"
"975",3200043,34427741,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"976",3200044,34427761,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"977",1179370,32704197,"8207306095; 8207.30.60.95"
"978",3200045,34427781,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"979",3200046,34427801,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"980",1179374,32704377,"940290; 940290; 9402.90, 9402.90"
"981",3200047,34427821,"; [""Classified: 4703.21; Parsed: 4818.20.00.20""]"
"982",1179376,32704457,"080251; 0802.51"
"983",3200048,34427841,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"984",3200049,34427861,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"985",1179379,32704537,"6309000000; 6309.00.00.00"
"986",1179380,32704557,"6309000000; 6309.00.00.00"
"987",1179382,32704657,"870323; 8703.23,8703.23,8703.23,8703.23"
"988",1179383,32704677,"870323; 8703.23,8703.23,8703.23,8703.23"
"989",3200050,34427881,"; [""Parsed: 4818.20.00.20; Classified: 4819.10""]"
"990",1179385,32704777,"950691; 9506.91"
"991",3200051,34428601,"; [""Classified: 3926.90""]"
"992",3200052,34428721,"; [""Classified: 6309.00""]"
"993",1179388,32704757,"870323; 870899; 8703.23,8703.23,8703.23,8708.99 8703.23"
"994",3200053,34428741,"; [""Classified: 9403.60""]"
"995",1179390,32704697,"845710; 8457.10"
"996",1179391,32704577,"3924905500; 3924.90.55.00"
"997",3200054,34428821,"; [""Parsed: 9401.30; Parsed: 9401.61; Parsed: 9401.69; Parsed: 9401.71; Parsed: 9403.20; Parsed: 9403.50; Parsed: 9403.60""]"
"998",1179393,32704417,"870323; 870360; 8703.23 8703.60,8703.23 8703.60,8703.23 8703.60"
"999",1179394,32704437,""
"1000",1179395,32704357,"870323; 870324; 871150; 8703.23,8703.24 8703.23,8703.23,8703.23,8711.50 8703.23"
